DateOp,ShiftID,Loader,Hauler,Sector,NominalWeight,PayLoadWeight,MaterialDesc,DumpDateOpKey,DateTimeStart,LoaderKey,UnitKey
00:00.0,N,S98,T1201,X4J,350,370.595302,Crusher ore,20211101,2021-11-02 00:21:51.00 -07:00,417,556
00:00.0,N,S98,T468,X4J,350,367.296237,Crusher ore,20211101,2021-11-01 23:36:34.00 -07:00,417,291
00:00.0,N,S98,T421,X4J,350,413.360211,Crusher ore,20211101,2021-11-02 02:58:04.00 -07:00,417,481
00:00.0,N,S98,T421,X4J,350,413.360211,Crusher ore,20211101,2021-11-02 00:05:21.00 -07:00,417,481
00:00.0,N,S98,T497,X4J,350,373.894389,Crusher ore,20211101,2021-11-02 01:01:32.00 -07:00,417,426
00:00.0,D,S65,T418,X4K,350,391.489384,Crusher ore,20211101,2021-11-01 07:33:13.00 -07:00,648,477
00:00.0,D,S65,T1208,X4K,350,411.283785,Crusher ore,20211101,2021-11-01 06:06:15.00 -07:00,648,559
00:00.0,D,S65,T482,X4K,350,395.888152,Crusher ore,20211101,2021-11-01 06:50:52.00 -07:00,648,344
00:00.0,N,S98,T414,X4J,350,356.299361,Crusher ore,20211101,2021-11-02 03:23:03.00 -07:00,417,467
00:00.0,N,S98,T477,X4J,350,359.598382,Crusher ore,20211101,2021-11-02 02:30:06.00 -07:00,417,300
00:00.0,N,S98,T482,X4J,350,399.187206,Crusher ore,20211101,2021-11-02 04:18:02.00 -07:00,417,344
00:00.0,D,S65,T498,X4K,350,395.888152,Crusher ore,20211101,2021-11-01 07:47:20.00 -07:00,648,429
00:00.0,D,S65,T426,X4K,350,381.592178,Crusher ore,20211101,2021-11-01 05:44:11.00 -07:00,648,508
00:00.0,D,S65,T487,X4K,350,421.181002,Crusher ore,20211101,2021-11-01 06:08:52.00 -07:00,648,406
00:00.0,D,S65,T463,X4K,350,404.685666,Crusher ore,20211101,2021-11-01 06:09:52.00 -07:00,648,286
00:00.0,D,S65,T471,X4K,350,391.489384,Crusher ore,20211101,2021-11-01 06:47:33.00 -07:00,648,294
00:00.0,D,S65,T473,X4K,350,392.589054,Crusher ore,20211101,2021-11-01 06:58:46.00 -07:00,648,296
00:00.0,D,L94,T477,BD7,350,399.187206,Crusher ore,20211101,2021-11-01 13:36:54.00 -07:00,138,300
00:00.0,D,L94,T427,BD7,350,420.081299,Crusher ore,20211101,2021-11-01 14:14:18.00 -07:00,138,509
00:00.0,D,L94,T465,BD7,350,410.184082,Crusher ore,20211101,2021-11-01 15:14:40.00 -07:00,138,288
00:00.0,D,L94,T1213,BD7,350,363.997139,Crusher ore,20211101,2021-11-01 15:21:37.00 -07:00,138,558
00:00.0,D,S65,T480,X4K,350,414.582872,Crusher ore,20211101,2021-11-01 07:32:54.00 -07:00,648,303
00:00.0,D,S65,T465,X4K,350,403.585996,Crusher ore,20211101,2021-11-01 08:53:03.00 -07:00,648,288
00:00.0,D,S42,T463,X4K,350,422.280694,Waste,20211101,2021-11-01 15:05:30.00 -07:00,161,286
00:00.0,D,S42,T1205,X4K,350,410.184115,Waste,20211101,2021-11-01 06:13:39.00 -07:00,161,560
00:00.0,D,S42,T402,X4K,350,411.283785,Waste,20211101,2021-11-01 06:50:18.00 -07:00,161,261
00:00.0,N,S42,T470,X4K,350,417.881937,Waste,20211101,2021-11-02 01:39:49.00 -07:00,161,293
00:00.0,D,L94,T1213,BD7,350,384.891265,Crusher ore,20211101,2021-11-01 08:20:25.00 -07:00,138,558
00:00.0,D,L94,T423,BD7,350,404.685666,Crusher ore,20211101,2021-11-01 09:56:37.00 -07:00,138,503
00:00.0,N,S42,T472,X4K,350,399.187206,Waste,20211101,2021-11-01 18:20:37.00 -07:00,161,295
00:00.0,N,S42,T418,X4K,350,434.377273,Waste,20211101,2021-11-01 19:28:49.00 -07:00,161,477
00:00.0,N,S42,T420,X4K,350,439.875755,Waste,20211101,2021-11-02 03:40:52.00 -07:00,161,482
00:00.0,N,S42,T463,X4K,350,415.682542,Waste,20211101,2021-11-02 01:47:34.00 -07:00,161,286
00:00.0,N,S42,T1211,X4K,350,417.881937,Waste,20211101,2021-11-02 01:52:04.00 -07:00,161,567
00:00.0,D,S42,T469,X4K,350,406.885028,Waste,20211101,2021-11-01 07:11:06.00 -07:00,161,292
00:00.0,N,S42,T477,X4K,350,395.888152,Waste,20211101,2021-11-01 23:12:32.00 -07:00,161,300
00:00.0,N,S42,T498,X4K,350,384.891265,Waste,20211101,2021-11-01 22:16:24.00 -07:00,161,429
00:00.0,D,S42,T426,X4K,350,395.888152,Waste,20211101,2021-11-01 06:34:47.00 -07:00,161,508
00:00.0,D,S42,T464,X4K,350,398.813811,Waste,20211101,2021-11-01 14:34:57.00 -07:00,161,287
00:00.0,D,S42,T456,X4K,350,416.782234,Waste,20211101,2021-11-01 14:05:41.00 -07:00,161,279
00:00.0,N,S42,T403,X4K,350,406.885028,Waste,20211101,2021-11-02 01:27:14.00 -07:00,161,262
00:00.0,N,S42,T1214,X4K,350,421.181002,Waste,20211101,2021-11-02 03:28:07.00 -07:00,161,564
00:00.0,D,S42,T426,X4K,350,414.582872,Waste,20211101,2021-11-01 16:39:33.00 -07:00,161,508
00:00.0,D,S42,T492,X4K,350,336.504894,Waste,20211101,2021-11-01 14:42:08.00 -07:00,161,418
00:00.0,D,S42,T418,X4K,350,405.785358,Waste,20211101,2021-11-01 15:02:10.00 -07:00,161,477
00:00.0,N,S42,T420,X4K,350,410.184115,Waste,20211101,2021-11-01 23:22:32.00 -07:00,161,482
00:00.0,N,S42,T424,X4K,350,459.670156,Waste,20211101,2021-11-01 20:55:35.00 -07:00,161,507
00:00.0,N,S42,T497,X4K,350,410.184082,Waste,20211101,2021-11-01 23:17:06.00 -07:00,161,426
00:00.0,N,S42,T481,X4K,350,427.779121,Waste,20211101,2021-11-02 03:11:34.00 -07:00,161,340
00:00.0,N,S42,T485,X4K,350,429.978516,Waste,20211101,2021-11-01 18:01:27.00 -07:00,161,396
00:00.0,N,S42,T468,X4K,350,399.187206,Waste,20211101,2021-11-01 19:29:39.00 -07:00,161,291
00:00.0,N,S42,T453,X4K,350,428.878813,Waste,20211101,2021-11-01 19:35:32.00 -07:00,161,276
00:00.0,N,S42,T457,X4K,350,393.68879,Waste,20211101,2021-11-01 17:54:06.00 -07:00,161,280
00:00.0,N,S42,T499,X4K,350,429.1188,Waste,20211101,2021-11-01 23:06:19.00 -07:00,161,430
00:00.0,N,S42,T482,X4K,350,435.476965,Waste,20211101,2021-11-02 03:13:33.00 -07:00,161,344
00:00.0,N,S42,T472,X4K,350,432.177911,Waste,20211101,2021-11-01 20:49:54.00 -07:00,161,295
00:00.0,N,S42,T477,X4K,350,392.589054,Waste,20211101,2021-11-01 19:24:01.00 -07:00,161,300
00:00.0,N,S42,T414,X4K,350,417.881937,Waste,20211101,2021-11-01 21:24:59.00 -07:00,161,467
00:00.0,N,S42,T417,X4K,350,442.075117,Waste,20211101,2021-11-01 22:46:01.00 -07:00,161,478
00:00.0,D,S99,T356,X4K,350,376.266869,Waste,20211101,2021-11-01 10:07:00.00 -07:00,548,632
00:00.0,N,S42,T497,X4K,350,421.181002,Waste,20211101,2021-11-02 02:14:30.00 -07:00,161,426
00:00.0,N,S42,T356,X4K,350,402.329158,Waste,20211101,2021-11-02 02:34:24.00 -07:00,161,632
00:00.0,N,S42,T492,X4K,350,412.38351,Waste,20211101,2021-11-01 23:23:01.00 -07:00,161,418
00:00.0,N,S42,T480,X4K,350,410.184082,Waste,20211101,2021-11-01 22:15:58.00 -07:00,161,303
00:00.0,N,S42,T478,X4K,350,362.897447,Waste,20211101,2021-11-02 00:54:24.00 -07:00,161,301
00:00.0,N,S99,T1204,X4K,350,398.087547,Waste,20211101,2021-11-01 21:24:38.00 -07:00,548,557
00:00.0,D,S99,T1209,X4K,350,379.392816,Waste,20211101,2021-11-01 07:15:06.00 -07:00,548,565
00:00.0,D,S99,T453,X4K,350,406.885028,Waste,20211101,2021-11-01 08:42:26.00 -07:00,548,276
00:00.0,D,S99,T473,X4K,350,438.77603,Waste,20211101,2021-11-01 09:01:15.00 -07:00,548,296
00:00.0,D,S99,T420,X4K,350,417.881937,Waste,20211101,2021-11-01 10:28:44.00 -07:00,548,482
00:00.0,D,S99,T469,X4K,350,384.891265,Waste,20211101,2021-11-01 12:34:51.00 -07:00,548,292
00:00.0,D,S99,T423,X4K,350,403.585996,Waste,20211101,2021-11-01 07:11:01.00 -07:00,548,503
00:00.0,D,S99,T1201,X4K,350,403.585996,Waste,20211101,2021-11-01 12:01:21.00 -07:00,548,556
00:00.0,D,S99,T353,X4K,350,430.452242,Waste,20211101,2021-11-01 13:29:49.00 -07:00,548,489
00:00.0,D,S99,T453,X4K,350,435.476965,Waste,20211101,2021-11-01 12:26:09.00 -07:00,548,276
00:00.0,D,S99,T357,X4K,350,402.329158,Waste,20211101,2021-11-01 08:23:53.00 -07:00,548,638
00:00.0,D,S99,T416,X4K,350,376.093751,Waste,20211101,2021-11-01 08:42:22.00 -07:00,548,475
00:00.0,D,S99,T475,X4K,350,431.078175,Waste,20211101,2021-11-01 12:53:31.00 -07:00,548,298
00:00.0,D,S99,T461,X4K,350,418.981596,Waste,20211101,2021-11-01 13:21:22.00 -07:00,548,284
00:00.0,D,S99,T420,X4K,350,373.894389,Waste,20211101,2021-11-01 13:46:29.00 -07:00,548,482
00:00.0,D,S99,T461,X4K,350,411.283785,Waste,20211101,2021-11-01 11:14:14.00 -07:00,548,284
00:00.0,D,S99,T356,X4K,350,428.149051,Waste,20211101,2021-11-01 12:23:21.00 -07:00,548,632
00:00.0,D,S99,T418,X4K,350,423.380397,Waste,20211101,2021-11-01 12:28:30.00 -07:00,548,477
00:00.0,D,S99,T1214,X4K,350,410.184115,Waste,20211101,2021-11-01 12:37:38.00 -07:00,548,564
00:00.0,D,S99,T452,X4K,350,380.492475,Waste,20211101,2021-11-01 09:41:26.00 -07:00,548,275
00:00.0,D,S99,T457,X4K,350,371.694961,Waste,20211101,2021-11-01 10:38:09.00 -07:00,548,280
00:00.0,D,S99,T416,X4K,350,398.087514,Waste,20211101,2021-11-01 10:45:38.00 -07:00,548,475
00:00.0,D,S99,T499,X4K,350,403.6626,Waste,20211101,2021-11-01 11:08:06.00 -07:00,548,430
00:00.0,D,S99,T498,X4K,350,406.885028,Waste,20211101,2021-11-01 11:17:33.00 -07:00,548,429
00:00.0,N,S99,T461,X4K,350,404.685666,Waste,20211101,2021-11-02 01:28:59.00 -07:00,548,284
00:00.0,D,S99,T353,X4K,350,435.179811,Waste,20211101,2021-11-01 11:28:58.00 -07:00,548,489
00:00.0,D,S99,T487,X4K,350,384.891265,Waste,20211101,2021-11-01 11:45:52.00 -07:00,548,406
00:00.0,D,S99,T497,X4K,350,384.891265,Waste,20211101,2021-11-01 09:20:48.00 -07:00,548,426
00:00.0,N,S99,T490,X4K,350,363.997139,Waste,20211101,2021-11-02 01:28:14.00 -07:00,548,413
00:00.0,D,S99,T353,X4K,350,366.448071,Waste,20211101,2021-11-01 08:01:30.00 -07:00,548,489
00:00.0,N,S99,T466,X4K,350,395.888152,Waste,20211101,2021-11-01 20:03:52.00 -07:00,548,289
00:00.0,D,S99,T472,X4K,350,373.894389,Waste,20211101,2021-11-01 08:13:00.00 -07:00,548,295
00:00.0,D,S99,T402,X4K,350,393.68879,Waste,20211101,2021-11-01 09:41:01.00 -07:00,548,261
00:00.0,D,S99,T426,X4K,350,404.685666,Waste,20211101,2021-11-01 10:18:36.00 -07:00,548,508
00:00.0,N,S99,T487,X4K,350,406.885028,Waste,20211101,2021-11-01 18:57:23.00 -07:00,548,406
00:00.0,N,S99,T486,X4K,350,369.495599,Waste,20211101,2021-11-01 19:28:02.00 -07:00,548,403
00:00.0,N,S99,T1212,X4K,350,380.492508,Waste,20211101,2021-11-01 21:30:12.00 -07:00,548,563
00:00.0,N,S99,T457,X4K,350,349.701209,Waste,20211101,2021-11-01 20:00:31.00 -07:00,548,280
00:00.0,D,S99,T498,X4K,350,370.595302,Waste,20211101,2021-11-01 07:25:00.00 -07:00,548,429
00:00.0,D,S99,T1213,X4K,350,393.68879,Construction,20211101,2021-11-01 07:49:55.00 -07:00,548,558
00:00.0,N,S99,T475,X4K,350,402.486271,Waste,20211101,2021-11-01 20:11:37.00 -07:00,548,298
00:00.0,N,S99,T474,X4K,350,392.589054,Waste,20211101,2021-11-01 20:21:09.00 -07:00,548,297
00:00.0,D,S99,T1205,X4K,350,399.187206,Waste,20211101,2021-11-01 08:11:06.00 -07:00,548,560
00:00.0,N,S99,T356,X4K,350,384.509851,Waste,20211101,2021-11-01 20:43:40.00 -07:00,548,632
00:00.0,N,S99,T410,X4K,350,381.592178,Waste,20211101,2021-11-01 20:19:17.00 -07:00,548,269
00:00.0,N,S99,T1208,X4K,350,374.994059,Waste,20211101,2021-11-01 20:57:04.00 -07:00,548,559
00:00.0,N,S99,T478,X4K,350,356.299361,Waste,20211101,2021-11-01 21:06:56.00 -07:00,548,301
00:00.0,N,S99,T473,X4K,350,388.19033,Waste,20211101,2021-11-01 20:31:35.00 -07:00,548,296
00:00.0,D,S99,T418,X4K,350,398.087547,Waste,20211101,2021-11-01 08:27:49.00 -07:00,548,477
00:00.0,N,S99,T463,X4K,350,400.286909,Waste,20211101,2021-11-01 21:48:41.00 -07:00,548,286
00:00.0,N,S99,T490,X4K,350,385.990968,Waste,20211101,2021-11-01 22:41:21.00 -07:00,548,413
00:00.0,N,S99,T466,X4K,350,370.595302,Waste,20211101,2021-11-01 22:56:19.00 -07:00,548,289
00:00.0,N,S99,T427,X4K,350,376.093751,Waste,20211101,2021-11-01 23:27:41.00 -07:00,548,509
00:00.0,N,S99,T1202,X4K,350,395.888152,Waste,20211101,2021-11-01 23:00:19.00 -07:00,548,555
00:00.0,D,S99,T469,X4K,350,424.480056,Waste,20211101,2021-11-01 09:39:43.00 -07:00,548,292
00:00.0,D,S99,T477,X4K,350,367.296237,Waste,20211101,2021-11-01 11:25:23.00 -07:00,548,300
00:00.0,D,S99,T477,X4K,350,367.296237,Waste,20211101,2021-11-01 08:22:07.00 -07:00,548,300
00:00.0,D,S99,T484,X4K,350,370.595302,Waste,20211101,2021-11-01 07:49:31.00 -07:00,548,393
00:00.0,D,S99,T1208,X4K,350,372.794664,Waste,20211101,2021-11-01 08:18:30.00 -07:00,548,559
00:00.0,D,S99,T456,X4K,350,439.875689,Waste,20211101,2021-11-01 08:27:30.00 -07:00,548,279
00:00.0,D,S99,T1213,X4K,350,379.392816,Waste,20211101,2021-11-01 10:55:49.00 -07:00,548,558
00:00.0,D,S99,T1212,X4K,350,423.380397,Waste,20211101,2021-11-01 08:37:48.00 -07:00,548,563
00:00.0,D,S99,T474,X4K,350,340.903695,Waste,20211101,2021-11-01 08:51:52.00 -07:00,548,297
00:00.0,D,S99,T480,X4K,350,379.392816,Waste,20211101,2021-11-01 08:55:13.00 -07:00,548,303
00:00.0,D,S99,T427,X4K,350,409.084423,Waste,20211101,2021-11-01 09:20:49.00 -07:00,548,509
00:00.0,D,S99,T1201,X4K,350,384.891265,Waste,20211101,2021-11-01 09:35:32.00 -07:00,548,556
00:00.0,D,S99,T473,X4K,350,395.888152,Waste,20211101,2021-11-01 12:02:54.00 -07:00,548,296
00:00.0,D,S99,T492,X4K,350,377.193421,Waste,20211101,2021-11-01 10:40:38.00 -07:00,548,418
00:00.0,D,S99,T471,X4K,350,373.894389,Waste,20211101,2021-11-01 09:51:56.00 -07:00,548,294
00:00.0,D,S99,T489,X4K,350,433.277603,Waste,20211101,2021-11-01 10:30:29.00 -07:00,548,411
00:00.0,D,S99,T453,X4K,350,396.987844,Waste,20211101,2021-11-01 10:32:36.00 -07:00,548,276
00:00.0,D,S99,T425,X4K,350,428.878813,Waste,20211101,2021-11-01 10:46:03.00 -07:00,548,506
00:00.0,D,S99,T1209,X4K,350,424.480089,Waste,20211101,2021-11-01 13:22:43.00 -07:00,548,565
00:00.0,D,S99,T471,X4K,350,350.800868,Waste,20211101,2021-11-01 12:01:26.00 -07:00,548,294
00:00.0,D,S99,T1205,X4K,350,424.480089,Waste,20211101,2021-11-01 11:04:29.00 -07:00,548,560
00:00.0,D,S99,T466,X4K,350,403.585996,Waste,20211101,2021-11-01 11:14:50.00 -07:00,548,289
00:00.0,D,S99,T423,X4K,350,406.885061,Waste,20211101,2021-11-01 11:38:40.00 -07:00,548,503
00:00.0,D,S99,T474,X4K,350,432.177911,Waste,20211101,2021-11-01 12:52:00.00 -07:00,548,297
00:00.0,D,S99,T499,X4K,350,410.9358,Waste,20211101,2021-11-01 15:36:43.00 -07:00,548,430
00:00.0,D,S99,T1212,X4K,350,407.98472,Waste,20211101,2021-11-01 12:11:33.00 -07:00,548,563
00:00.0,D,S99,T456,X4K,350,381.592178,Waste,20211101,2021-11-01 12:15:39.00 -07:00,548,279
00:00.0,D,S99,T497,X4K,350,439.875689,Waste,20211101,2021-11-01 12:16:27.00 -07:00,548,426
00:00.0,D,S99,T423,X4K,350,417.881937,Waste,20211101,2021-11-01 14:14:07.00 -07:00,548,503
00:00.0,D,S99,T470,X4K,350,439.875689,Waste,20211101,2021-11-01 13:01:11.00 -07:00,548,293
00:00.0,D,S99,T427,X4K,350,405.785358,Waste,20211101,2021-11-01 15:35:51.00 -07:00,548,509
00:00.0,D,S99,T1208,X4K,350,431.078241,Waste,20211101,2021-11-01 13:23:50.00 -07:00,548,559
00:00.0,D,S99,T469,X4K,350,410.184082,Waste,20211101,2021-11-01 14:47:47.00 -07:00,548,292
00:00.0,D,S99,T498,X4K,350,395.888152,Waste,20211101,2021-11-01 14:05:30.00 -07:00,548,429
00:00.0,D,S99,T1209,X4K,350,407.98472,Waste,20211101,2021-11-01 15:06:51.00 -07:00,548,565
00:00.0,D,S99,T356,X4K,350,399.056251,Waste,20211101,2021-11-01 14:20:49.00 -07:00,548,632
00:00.0,N,S99,T456,X4K,350,417.881937,Waste,20211101,2021-11-01 17:50:00.00 -07:00,548,279
00:00.0,D,S99,T477,X4K,350,388.19033,Waste,20211101,2021-11-01 14:53:30.00 -07:00,548,300
00:00.0,D,S99,T473,X4K,350,414.582872,Waste,20211101,2021-11-01 14:53:54.00 -07:00,548,296
00:00.0,D,S99,T475,X4K,350,445.374149,Waste,20211101,2021-11-01 15:00:55.00 -07:00,548,298
00:00.0,D,S99,T453,X4K,350,417.881937,Waste,20211101,2021-11-01 15:57:54.00 -07:00,548,276
00:00.0,D,S99,T489,X4K,350,385.990968,Waste,20211101,2021-11-01 15:25:22.00 -07:00,548,411
00:00.0,N,S99,T417,X4K,350,392.58912,Waste,20211101,2021-11-01 18:00:38.00 -07:00,548,478
00:00.0,N,S99,T490,X4K,350,400.286909,Waste,20211101,2021-11-01 18:42:31.00 -07:00,548,413
00:00.0,N,S99,T468,X4K,350,392.589054,Waste,20211101,2021-11-01 17:36:10.00 -07:00,548,291
00:00.0,D,S99,T403,X4K,350,370.595302,Waste,20211101,2021-11-01 16:03:22.00 -07:00,548,262
00:00.0,D,S99,T479,X4K,350,388.19033,Waste,20211101,2021-11-01 15:43:30.00 -07:00,548,302
00:00.0,D,S99,T452,X4K,350,394.788482,Waste,20211101,2021-11-01 16:20:42.00 -07:00,548,275
00:00.0,N,S99,T470,X4K,350,410.184082,Waste,20211101,2021-11-01 18:55:07.00 -07:00,548,293
00:00.0,N,S99,T473,X4K,350,392.589054,Waste,20211101,2021-11-01 18:56:25.00 -07:00,548,296
00:00.0,N,S99,T463,X4K,350,396.987844,Waste,20211101,2021-11-01 18:56:30.00 -07:00,548,286
00:00.0,N,S99,T1208,X4K,350,360.698085,Waste,20211101,2021-11-01 19:06:53.00 -07:00,548,559
00:00.0,N,S99,T1214,X4K,350,370.595302,Waste,20211101,2021-11-01 19:44:18.00 -07:00,548,564
00:00.0,N,S99,T1205,X4K,350,395.888152,Waste,20211101,2021-11-01 17:57:45.00 -07:00,548,560
00:00.0,N,S99,T455,X4K,350,376.093751,Waste,20211101,2021-11-01 19:49:47.00 -07:00,548,278
00:00.0,N,S99,T426,X4K,350,407.98472,Waste,20211101,2021-11-01 20:00:18.00 -07:00,548,508
00:00.0,N,S99,T480,X4K,350,373.894389,Waste,20211101,2021-11-01 20:01:42.00 -07:00,548,303
00:00.0,N,S99,T416,X4K,350,406.885028,Waste,20211101,2021-11-01 19:11:19.00 -07:00,548,475
00:00.0,N,S99,T461,X4K,350,393.68879,Waste,20211101,2021-11-01 18:45:26.00 -07:00,548,284
00:00.0,N,S99,T423,X4K,350,384.891265,Waste,20211101,2021-11-01 20:20:24.00 -07:00,548,503
00:00.0,N,S99,T456,X4K,350,384.891265,Waste,20211101,2021-11-01 20:28:23.00 -07:00,548,279
00:00.0,N,S99,T499,X4K,350,389.1162,Waste,20211101,2021-11-01 20:49:21.00 -07:00,548,430
00:00.0,N,S99,T1209,X4K,350,377.193454,Waste,20211101,2021-11-01 20:55:25.00 -07:00,548,565
00:00.0,N,S99,T421,X4K,350,398.813811,Waste,20211101,2021-11-01 21:04:33.00 -07:00,548,481
00:00.0,N,S99,T469,X4K,350,387.090627,Waste,20211101,2021-11-01 18:48:19.00 -07:00,548,292
00:00.0,N,S99,T479,X4K,350,367.296237,Waste,20211101,2021-11-01 21:32:29.00 -07:00,548,302
00:00.0,N,S99,T1205,X4K,350,395.888152,Waste,20211101,2021-11-01 21:32:50.00 -07:00,548,560
00:00.0,N,S99,T404,X4K,350,434.377273,Waste,20211101,2021-11-01 21:43:31.00 -07:00,548,263
00:00.0,N,S99,T485,X4K,350,394.788482,Waste,20211101,2021-11-01 21:48:37.00 -07:00,548,396
00:00.0,N,S99,T470,X4K,350,414.582872,Waste,20211101,2021-11-01 22:33:37.00 -07:00,548,293
00:00.0,N,S99,T492,X4K,350,303.514266,Waste,20211101,2021-11-01 20:17:10.00 -07:00,548,418
00:00.0,N,S99,T451,X4K,350,392.589054,Waste,20211101,2021-11-01 22:53:05.00 -07:00,548,274
00:00.0,N,S99,T475,X4K,350,394.788482,Waste,20211101,2021-11-01 23:08:48.00 -07:00,548,298
00:00.0,N,S99,T461,X4K,350,382.69187,Waste,20211101,2021-11-01 23:10:04.00 -07:00,548,284
00:00.0,N,S99,T357,X4K,350,402.814071,Waste,20211101,2021-11-01 23:10:11.00 -07:00,548,638
00:00.0,N,S99,T1201,X4K,350,376.093751,Waste,20211101,2021-11-01 23:20:41.00 -07:00,548,556
00:00.0,N,S99,T1202,X4K,350,414.582872,Waste,20211101,2021-11-01 21:13:12.00 -07:00,548,555
00:00.0,N,S99,T454,X4K,350,361.797777,Waste,20211101,2021-11-01 23:13:43.00 -07:00,548,277
00:00.0,N,S99,T479,X4K,350,367.296237,Waste,20211101,2021-11-02 00:07:39.00 -07:00,548,302
00:00.0,N,S99,T1212,X4K,350,402.486271,Waste,20211101,2021-11-01 23:46:04.00 -07:00,548,563
00:00.0,N,S99,T424,X4K,350,388.19033,Waste,20211101,2021-11-01 22:43:02.00 -07:00,548,507
00:00.0,N,S99,T1214,X4K,350,392.58912,Waste,20211101,2021-11-02 00:33:35.00 -07:00,548,564
00:00.0,N,S99,T421,X4K,350,446.089611,Waste,20211101,2021-11-02 01:05:58.00 -07:00,548,481
00:00.0,N,S99,T457,X4K,350,349.701209,Waste,20211101,2021-11-01 23:25:17.00 -07:00,548,280
00:00.0,D,S99,T461,X4K,350,418.981596,Waste,20211101,2021-11-01 07:09:26.00 -07:00,548,284
00:00.0,N,S99,T453,X4K,350,392.589054,Waste,20211101,2021-11-02 01:28:41.00 -07:00,548,276
00:00.0,N,S99,T487,X4K,350,395.888152,Waste,20211101,2021-11-02 01:39:42.00 -07:00,548,406
00:00.0,N,S99,T456,X4K,350,399.187206,Waste,20211101,2021-11-02 01:55:00.00 -07:00,548,279
00:00.0,N,S99,T452,X4K,350,412.38351,Waste,20211101,2021-11-02 01:57:25.00 -07:00,548,275
00:00.0,N,S99,T424,X4K,350,387.090627,Waste,20211101,2021-11-02 01:42:20.00 -07:00,548,507
00:00.0,D,S75,T416,X4Y,350,435.476965,Waste,20211101,2021-11-01 12:33:52.00 -07:00,156,475
00:00.0,D,S75,T452,X4Y,350,372.794664,Waste,20211101,2021-11-01 12:35:35.00 -07:00,156,275
00:00.0,D,S75,T464,X4Y,350,380.630822,Waste,20211101,2021-11-01 12:25:22.00 -07:00,156,287
00:00.0,D,S75,T421,X4Y,350,416.996811,Waste,20211101,2021-11-01 13:16:14.00 -07:00,156,481
00:00.0,D,S75,T479,X4Y,350,403.585996,Waste,20211101,2021-11-01 12:54:51.00 -07:00,156,302
00:00.0,D,S75,T417,X4Y,350,416.782234,Waste,20211101,2021-11-01 13:38:52.00 -07:00,156,478
00:00.0,D,S75,T490,X4Y,350,379.392816,Waste,20211101,2021-11-01 14:04:55.00 -07:00,156,413
00:00.0,D,S75,T1213,X4Y,350,381.592178,Waste,20211101,2021-11-01 14:10:06.00 -07:00,156,558
00:00.0,D,S75,T484,X4Y,350,373.894389,Waste,20211101,2021-11-01 14:13:47.00 -07:00,156,393
00:00.0,D,S75,T472,X4Y,350,362.897447,Waste,20211101,2021-11-01 13:01:02.00 -07:00,156,295
00:00.0,N,S75,T498,X4Y,350,367.296237,Waste,20211101,2021-11-02 01:06:36.00 -07:00,156,429
00:00.0,D,S75,T455,X4Y,350,405.785358,Waste,20211101,2021-11-01 13:02:10.00 -07:00,156,278
00:00.0,N,S75,T465,X4Y,350,373.894389,Waste,20211101,2021-11-01 19:36:53.00 -07:00,156,288
00:00.0,N,S75,T474,X4Y,350,403.585996,Waste,20211101,2021-11-01 18:38:09.00 -07:00,156,297
00:00.0,N,S75,T498,X4Y,350,395.888152,Waste,20211101,2021-11-01 20:40:34.00 -07:00,156,429
00:00.0,N,S75,T484,X4Y,350,384.891265,Waste,20211101,2021-11-01 21:58:12.00 -07:00,156,393
00:00.0,N,S75,T485,X4Y,350,343.103057,Waste,20211101,2021-11-02 00:52:23.00 -07:00,156,396
00:00.0,D,S75,T487,X4Y,350,384.891265,Waste,20211101,2021-11-01 13:26:17.00 -07:00,156,406
00:00.0,D,S75,T457,X4Y,350,332.10617,Waste,20211101,2021-11-01 12:39:26.00 -07:00,156,280
00:00.0,N,S75,T468,X4Y,350,345.302419,Waste,20211101,2021-11-02 02:39:27.00 -07:00,156,291
00:00.0,N,S75,T486,X4Y,350,383.79154,Waste,20211101,2021-11-02 02:42:12.00 -07:00,156,403
00:00.0,N,S75,T404,X4Y,350,391.489384,Waste,20211101,2021-11-02 01:17:14.00 -07:00,156,263
00:00.0,N,S75,T1209,X4Y,350,399.187206,Waste,20211101,2021-11-02 02:59:13.00 -07:00,156,565
00:00.0,N,S75,T499,X4Y,350,389.1162,Waste,20211101,2021-11-02 01:40:36.00 -07:00,156,430
00:00.0,D,S75,T427,X4Y,350,387.090627,Waste,20211101,2021-11-01 13:16:47.00 -07:00,156,509
00:00.0,D,S75,T463,X4Y,350,407.98472,Waste,20211101,2021-11-01 07:16:49.00 -07:00,156,286
00:00.0,D,S75,T492,X4Y,350,344.202749,Waste,20211101,2021-11-01 12:55:30.00 -07:00,156,418
00:00.0,D,S75,T463,X4Y,350,379.392816,Waste,20211101,2021-11-01 12:22:25.00 -07:00,156,286
00:00.0,D,S75,T468,X4Y,350,384.891265,Waste,20211101,2021-11-01 13:16:02.00 -07:00,156,291
00:00.0,N,S75,T454,X4Y,350,339.803992,Waste,20211101,2021-11-02 01:44:15.00 -07:00,156,277
00:00.0,D,S75,T416,X4Y,350,410.184082,Waste,20211101,2021-11-01 14:53:20.00 -07:00,156,475
00:00.0,D,S75,T1201,X4Y,350,399.187206,Waste,20211101,2021-11-01 14:56:22.00 -07:00,156,556
